evidence_id,figure,claimed_origin,hop1,hop2,hop3,origin_reached,origin_type,circular_verdict,shared_origin_group,notes
E-2018,alphafold_db_structures=200000000.0 predicted protein structures,Trevor J. Henderson,https://www.drugdiscoverynews.com/alphafold-in-drug-discovery-what-protein-structure-prediction-has-and-hasn-t-changed-17348,,,no,trade_press,unverifiable,,"Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW. Cross-agent recurrence: this source is cited by more than one agent, so any defect propagates."
E-2019,median_TM_score_ESMFold=0.95 TM-score,(comparison-study authors),https://www.ncbi.nlm.nih.gov/pmc/articles/PMC12844563/,https://pmc.ncbi.nlm.nih.gov/articles/PMC11168064/,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-2020,de_novo_binder_success_rate=11.6 %,Overath; Rygaard; et al. (DigBioLab),https://www.biorxiv.org/content/10.1101/2025.08.14.670059v1,https://www.semanticscholar.org/paper/8f814c6523e4a469ac2555b6e0e16fdb9752f50c,,yes,peer_reviewed,clean,,Tier 4. Deepest hop resolves to a peer_reviewed source; origin reached in 2 hop(s).
E-2022,replication_concordance=84.4 %,Adaptyv Bio,https://www.adaptyvbio.com/blog/rfdiff_il7ra,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2023,de_novo_antibody_hit_rate=16.0 %,Chai Discovery,https://www.biorxiv.org/content/10.1101/2025.07.05.663018v1,,,yes,preprint,clean,SOG-019,Tier 2. Origin reached but it is a preprint and has not passed peer review; treat the figure as provisional.
E-2024,best_VHH_affinity=78.0 nM,Bennett; Watson; Baker; et al. (Institute for Protein Design),https://www.nature.com/articles/s41586-025-09721-5,https://blog.booleanbiotech.com/ai-antibody-design-2025,,partial,company,clean,,"Tier 4. Deepest hop is company, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-2025,phase_reached=1.0 phase number,BioSpace,https://www.biospace.com/neoleukin-therapeutics-slashes-workforce-drops-de-novo-protein-therapeutic,https://www.globenewswire.com/en/news-release/2022/11/14/2555436/0/en/Neoleukin-Therapeutics-Announces-Third-Quarter-2022-Financial-Results-and-Corporate-Update.html,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2026,highest_phase=3.0 phase number,"Generate Biomedicines, Inc.",https://www.manilatimes.net/2026/08/06/tmt-newswire/globenewswire/generate-biomedicines-inc-reports-second-quarter-2026-financial-results-and-provides-business-update/2399896,https://generatebiomedicines.com/pipeline/,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2027,phase1_assets=2.0 count,"Generate Biomedicines, Inc.",https://www.manilatimes.net/2026/08/06/tmt-newswire/globenewswire/generate-biomedicines-inc-reports-second-quarter-2026-financial-results-and-provides-business-update/2399896,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2028,fvc_change_60mg=98.4 mL,Insilico Medicine and academic co-authors,https://www.nature.com/articles/s41591-025-03743-2,https://pubmed.ncbi.nlm.nih.gov/40461817/,https://www.prnewswire.com/news-releases/insilico-medicine-announces-nature-medicine-publication-of-phase-iia-results-evaluating-rentosertib-the-novel-tnik-inhibitor-for-idiopathic-pulmonary-fibrosis-ipf-discovered-and-designed-with-a-pioneering-ai-approach-302472070.html,partial,company,clean,,"Tier 4. Deepest hop is company, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay."
E-2029,phase3_n=320.0 patients,Insilico Medicine,https://insilico.com/news/xmjsn4l091-insilico-initiates-phase-iii-clinical-tr,https://www.prnewswire.com/news-releases/insilico-initiates-phase-iii-clinical-trial-for-rentosertib-its-ai-empowered-tnik-inhibitor-for-idiopathic-pulmonary-fibrosis-302819553.html,,no,company,unverifiable,,Tier 4. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2030,molecules_synthesised_per_programme=200.0 molecules (upper bound of 60-200),Insilico Medicine,https://insilico.com/news/xmjsn4l091-insilico-initiates-phase-iii-clinical-tr,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2031,preclinical_programme_cost=2.6 USD million,Insilico Medicine (company-linked site),https://rentosertib.net/story,https://insilico.com/casestudy,,no,company,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-2032,phase_reached=1.0 phase number,Zihan Mao; Lihui Yan,https://www.frontiersin.org/journals/pharmacology/articles/10.3389/fphar.2026.1870527/full,https://pmc.ncbi.nlm.nih.gov/articles/PMC12472608/,,partial,peer_reviewed,unverifiable,,"Tier 1. Collector flagged circular_risk. A primary-class hop is present, so the claim is attributable, but the collector could not confirm the figure at origin. FORCE_LOW."
E-2033,phase_reached=1.0 phase number,Fierce Biotech,https://www.fiercebiotech.com/biotech/ai-drug-hunter-exscientia-chops-down-rapidly-emerging-pipeline-focus-2-main-oncology,https://www.businesswire.com/news/home/20231003722128/en/Exscientia-Details-Pipeline-Prioritisation-Strategy,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2034,retained_lead_programmes=2.0 count,Exscientia plc,https://www.businesswire.com/news/home/20231003722128/en/Exscientia-Details-Pipeline-Prioritisation-Strategy,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2035,phase_reached=2.0 phase number,BenevolentAI,https://www.businesswire.com/news/home/20230404006090/en/BenevolentAI-Announces-Top-Line-Phase-IIa-Results-for-Its-Topical-pan-Trk-Inhibitor-BEN-2293-1-in-Mild-to-Moderate-Atopic-Dermatitis,https://www.fiercebiotech.com/biotech/benevolentai-cruel-rd-ai-enabled-drug-flunks-midphase-eczema-trial-dent-deal-plans,,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2036,headcount_reduction=180.0 employees,Pharma Insight Lab,https://note.com/pharma_insight/n/n7286d0419e9f?hl=en,,,no,company,circular,,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-2038,programmes_discontinued=3.0 count,Pharmaceutical Technology,https://www.pharmaceutical-technology.com/news/recursion-axes-drug-programmes-to-streamline-pipeline/,https://www.genengnews.com/topics/artificial-intelligence/recursion-halts-four-pipeline-programs-sharpening-cancer-rare-disease-focus/,,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2039,phase_reached=2.0 phase number,Pharmaceutical Technology,https://www.pharmaceutical-technology.com/news/recursion-axes-drug-programmes-to-streamline-pipeline/,,,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2040,headcount_reduction_pct=20.0 %,BioSpace,https://www.biospace.com/business/recursion-downsizes-by-20-to-boost-cash-position,,,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2041,treatment_related_deaths=2.0 patients,"Schrodinger, Inc.",https://s203.q4cdn.com/609444515/files/doc_news/Schrdinger-Announces-Discontinuation-of-SGR-2921-Program-2025.pdf,https://www.fiercebiotech.com/biotech/schrodinger-abandons-cdc7-inhibitor-after-therapy-linked-2-patient-deaths,,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2042,clinical_assets_remaining=2.0 count,"Schrodinger, Inc.",https://www.businesswire.com/news/home/20260111045082/en/Schrdinger-Provides-Update-on-Progress-Across-the-Business-and-Outlines-2026-Strategic-Priorities,https://www.oncologypipeline.com/apexonco/schrodinger-pipeline-shrinks-two-clinical-assets,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2043,phase_reached=1.0 phase number,Fierce Biotech,https://www.fiercebiotech.com/biotech/verge-genomics-drops-sole-clinical-candidate-return-ai-drug-discovery-roots,https://www.biopharmadive.com/news/verge-genomics-labs-neuroscience-AI-drug-discovery/821229/,,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2044,intolerance_fraction=33.0 % (approximately one third),Verge Genomics / Verge Labs,https://www.vergelabs.blog/p/what-we-learned-from-the-trial-of,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2045,partial_response_rate=28.0 %,Iambic Therapeutics,https://www.iambic.ai/post/esmo-iam1363,https://endpoints.news/iambic-therapeutics-gives-first-clinical-readout-for-ai-designed-cancer-drug/,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2046,median_PFS=11.0 months,"Relay Therapeutics, Inc.",https://ir.relaytx.com/news-releases/news-release-details/relay-therapeutics-announces-data-zovegalisib-fulvestrant-phase,,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2047,phase_reached=1.0 phase number,Absci Corporation,https://www.globenewswire.com/news-release/2026/06/24/3316681/0/en/absci-announces-positive-interim-phase-1-data-from-the-headline-trial-of-abs-201-a-novel-antibody-targeting-the-prolactin-receptor-prlr.html,https://investors.absci.com/news-releases/news-release-details/absci-announces-positive-interim-phase-1-data-headlinetm-trial/,,no,company,unverifiable,,Tier 4. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2048,registered_studies=0.0 count,U.S. National Library of Medicine,https://clinicaltrials.gov/api/v2/studies?query.spons=Isomorphic,,,yes,registry,clean,,Tier 4. Deepest hop resolves to a registry source; origin reached in 1 hop(s).
E-2049,years_founding_to_first_trial=4.0 years (and counting),Clinical Trials Arena,https://www.clinicaltrialsarena.com/news/isomorphic-labs-prepares-trials-ai-designed-drugs/,,,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2050,capital_raised=1000.0 USD million,TechCrunch,https://techcrunch.com/2024/04/24/xaira-an-ai-drug-discovery-startup-launches-with-a-massive-1b-says-its-ready-to-start-developing-drugs/,https://www.genengnews.com/topics/artificial-intelligence/ai-drug-developer-xaira-therapeutics-launches-with-1b/,,no,trade_press,unverifiable,,Tier 2. All hops terminate in trade_press material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2051,targets_addressed=150.0 count,"AI Proteins, Inc.",https://www.businesswire.com/news/home/20240530278264/en/AI-Proteins-to-Attend-BIO-2024-Company-Provides-Update-on-Technology-Platform-and-Programs,https://www.aiproteins.com/about,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2052,clinical_assets=0.0 count,BioPharma Dive,https://www.biopharmadive.com/news/genesis-series-b-ai-drug-discovery/691348/,https://www.genesis.ml/partners-pipeline,,no,company,unverifiable,,Tier 2. All hops terminate in company material with no disclosed sample or method; no primary source reachable in three hops. FORCE_LOW.
E-2053,fda_approvals_ai_discovered=0.0 count,Clinical Trial Vanguard,https://www.clinicaltrialvanguard.com/opinion/ai-drug-discovery-has-8-9-billion-in-hype-and-zero-fda-approvals-when-does-the-bill-come-due/,https://intuitionlabs.ai/articles/ai-discovered-drugs-clinical-trials-2026,,no,aggregator,unverifiable,,Tier 2. No resolvable provenance chain (aggregator). FORCE_LOW.
E-2054,median_founding_to_phase1=6.5 years,"IntuitionLabs (secondary), citing ASCO/JCO 2026",https://intuitionlabs.ai/articles/ai-discovered-drugs-clinical-trials-2026,,,no,aggregator,circular,SOG-012,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-2055,assets_completed_phase2=8.0 count,IntuitionLabs,https://intuitionlabs.ai/articles/ai-discovered-drugs-clinical-trials-2026,,,no,aggregator,circular,SOG-012,"Tier 1. Collector flagged circular_risk and no hop reaches a primary, agency, registry or filing source within three hops. FORCE_LOW."
E-2056,commercial_IND_receipts_2024=1139.0 count,FDA CDER,https://www.fda.gov/drugs/ind-activity/inds-activity,https://bla-regulatory.com/fda-cder-ind-activity-2024-25/,,partial,trade_press,clean,SOG-020,"Tier 3. Deepest hop is trade_press, but an earlier hop reaches a primary-class source, so the origin chain is intact through the relay. Cross-agent recurrence: this source is cited by more than one agent, so any defect propagates."
E-2057,ai_share_of_commercial_INDs=1.03 % (lower bound; upper bound 3.42%),RLSX Agent B,https://intuitionlabs.ai/articles/ai-discovered-drugs-clinical-trials-2026,https://www.fda.gov/drugs/ind-activity/inds-activity,,yes,derived,clean,,"Tier 4. Derived record: origin is its own input evidence IDs E-2054,E-2056,E-2072. Formula stated."
